,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2022,52cFhaPuS5oLrmFoJw4J9j,The Killers,Rock Workout 2023,Mr. Brightside,2,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alt-rock,
2023,1bOENKlPYEDXyH9kLFUsnj,Nickelback,Timeless Rock Hits,Animals,3,185906,FALSE,0.569,0.963,-3.069,1,0.0593,0.000787,0.0256,0.22,0.82,76.995,4,alt-rock,
2024,58yD1ZePlS6V4gImXGV8Ed,Red Hot Chili Peppers,Daily Pop Mix,Tippa My Tongue,0,260808,FALSE,0.573,0.913,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alt-rock,
2025,1tRpraJDpEUl0HjnkMosqx,Red Hot Chili Peppers,Top of the Rock,Black Summer,3,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,
2026,315FrAki9HoxEdG8CQuZhD,The Killers,Mirando las nubes,Mr. Brightside,0,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alt-rock,
2027,5oJgIQPvytf2nR7WX3vZLn,Weezer,Tek It - New Noise,Records,0,208920,FALSE,0.658,0.773,-5.119,1,0.0244,0.000901,0,0.194,0.66,100.006,4,alt-rock,
2028,2UCoAOZGk6a4BHUBzlvfAO,The Killers;Armin van Buuren;Benno De Goeij,Beats Electro Mood,Human - Armin van Buuren Dub Remix,1,445000,FALSE,0.64,0.821,-5.789,0,0.0732,0.00122,0.145,0.203,0.624,135.478,4,alt-rock,
2029,5KaVoEhxf1UwParyAjzHVA,The Killers,Kick It,Mr. Brightside,1,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alt-rock,
2030,6ehaWPjsNSf5HWOXTEFSUi,The Killers,Rock Workout 2023,Somebody Told Me,0,200946,FALSE,0.508,0.981,-3.23,0,0.0779,8.22E-05,0.000449,0.0555,0.746,138.011,4,alt-rock,
2031,1c9MeAa2tLEoZl5osXf5Ts,Red Hot Chili Peppers,Kick It,Fire - Remastered,1,123800,TRUE,0.421,0.986,-1.795,0,0.152,0.00482,0,0.295,0.263,105.83,4,alt-rock,
2032,4nzIpIeHWiuFQnOV5ZELnj,Deftones,Metal Lives!,Ohms,0,250222,FALSE,0.112,0.978,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,alt-rock,
2033,0FrFqoPT7JB0ezIU9g2OLC,Deftones,Metal,Ohms,0,250222,FALSE,0.112,0.978,-2.64,1,0.117,0.000108,0.0241,0.117,0.371,173.097,3,alt-rock,
2034,0v8tmDMQrTMavluubqAJo4,Red Hot Chili Peppers,80s Bangers Vol. 2,Higher Ground - Remastered,1,202053,FALSE,0.476,0.979,-3.504,0,0.133,0.00142,0.00686,0.0944,0.394,140.408,4,alt-rock,
2035,47dUWyurHWefCpINwcvit2,Red Hot Chili Peppers,Pop Hits Now,Black Summer,0,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,
2036,5SVYqPYpje5JDG2O969oz6,The Killers;Toni Halliday,Rock n Roll Christmas,A Great Big Sled,0,262586,FALSE,0.532,0.872,-3.869,1,0.0636,0.00223,0,0.283,0.299,127.959,4,alt-rock,
2037,71BwuaJ5VjGx9EJdrc9OX2,The Killers;Ryan Pardey,Home For Christmas 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alt-rock,
2038,2cwOhw3d0uIsR4krTsrLwF,The Killers;Ryan Pardey,Rock n Roll Christmas,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alt-rock,
2039,2QLFTiSNgt6cT3aQdeGFhd,The Killers;Ryan Pardey,Home At Christmas,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alt-rock,
2040,2MCUHzFEXf39cyzcNyKw7B,Weezer;AJR,All Out Alternative,All My Favorite Songs,0,170720,FALSE,0.605,0.7,-6.47,1,0.0277,0.00998,0,0.116,0.588,84.962,4,alt-rock,
2041,3omnDqXnlC4awZfUrGQSDN,The Killers;Toni Halliday,Alternative Christmas 2022,A Great Big Sled,0,262586,FALSE,0.532,0.872,-3.869,1,0.0636,0.00223,0,0.283,0.299,127.959,4,alt-rock,
2042,5HNau9WX6OmX2PcBn3n24r,Red Hot Chili Peppers,20's Rock,Black Summer,0,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,
2043,7GEQkaJPZmph6xtzXFNWxn,The Killers,Alternative Christmas 2022,Joy Ride - Night Version,0,436413,FALSE,0.666,0.935,-4.563,1,0.0445,0.00285,0.781,0.352,0.69,118.999,4,alt-rock,
2044,2S3G868WlDZNtfwZiDKPRx,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alt-rock,
2045,4fvKqLGqlsj7giLICaxTXl,Julieta Venegas,Éxitos del Pop en Español de los Años 2000,Limón y Sal,0,205213,FALSE,0.625,0.653,-5.967,1,0.0257,0.124,0,0.346,0.605,110.972,4,alt-rock,
2046,77s65ayZ3gXbqMV8jKH1A3,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alt-rock,
2047,2vU6bm5hVF2idVknGzqyPL,The Offspring,Alternative Christmas 2022,Christmas (Baby Please Come Home),0,187355,FALSE,0.437,0.878,-4.687,1,0.0452,0.0112,0,0.126,0.623,128.043,4,alt-rock,
2048,12cG3BUpk6PzLAzWK0mryO,Red Hot Chili Peppers,Alternative Rock Mixtape,By the Way,2,215666,FALSE,0.441,0.986,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,4,alt-rock,
2049,1gu8VJ0d28EsXtcgKzJcSl,The Killers;Ryan Pardey,Christmas Rock 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alt-rock,
2050,5Q6fh8OEhBYepJaORz9lxe,The Neighbourhood;Syd,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,75,181186,FALSE,0.623,0.533,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4,alt-rock,
3001,09gysnJpfQ3ublBmJDfcEC,Amaarae;Kali Uchis;Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),79,204763,TRUE,0.87,0.523,-8.052,0,0.0602,0.433,2.07E-05,0.113,0.319,110.02,4,alternative,
3002,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,FALSE,0.575,0.568,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alternative,
3003,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,FALSE,0.612,0.807,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alternative,
3004,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,86,168601,TRUE,0.695,0.54,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4,alternative,
3005,07MDkzWARZaLEdKxo6yArG,THE ANXIETY;WILLOW;Tyler Cole,THE ANXIETY,Meet Me At Our Spot,81,162680,TRUE,0.773,0.47,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative,
3006,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,85,216880,FALSE,0.556,0.864,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,4,alternative,
3007,2nLtzopw4rPReszdYBJU6h,Linkin Park,Meteora,Numb,83,185586,FALSE,0.496,0.863,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,4,alternative,
3008,7BoobGhD4x5K96Me0hqC8Q,Bella Poarch,Build a Bitch,Build a Bitch,76,122772,TRUE,0.855,0.463,-7.454,1,0.0367,0.217,1.77E-05,0.347,0.866,102.931,4,alternative,
3009,0eu4C55hL6x29mmeAjytzC,Oliver Tree,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Life Goes On,79,161803,FALSE,0.7,0.49,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,4,alternative,
3010,6bTbMMEShyGyrcuIwtBlpA,Bella Poarch,Dolls EP,Living Hell,70,174002,FALSE,0.729,0.551,-6.935,0,0.056,0.598,0,0.176,0.312,124.044,4,alternative,
3011,6rrKbzJGGDlSZgLphopS49,The Score,ATLAS,Unstoppable,73,192106,FALSE,0.485,0.843,-3.993,0,0.0467,0.00129,1.01E-05,0.14,0.602,78.001,4,alternative,
3012,0AUyNF6iFxMNQsNx2nhtrw,grandson,Blood // Water,Blood // Water,75,216720,FALSE,0.51,0.882,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4,alternative,
3013,6CqHve8qCxKzEd3ciOy6xj,Slipknot,Rock Brandneu,Yen,3,285315,FALSE,0.568,0.934,-4.428,1,0.107,0.000885,0.0297,0.36,0.319,137.005,4,alternative,
3014,75fT19n6ZQHr67Mkh86qfD,Red Hot Chili Peppers,Rock Brandneu,Tippa My Tongue,2,260808,FALSE,0.573,0.913,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alternative,
3015,6syz0SJTv8ZNCNxaOnvMtb,Gorillaz,Maintain Your Mojo,Clint Eastwood,3,340920,TRUE,0.663,0.694,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,4,alternative,
3016,1tRpraJDpEUl0HjnkMosqx,Red Hot Chili Peppers,Top of the Rock,Black Summer,3,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative,
3017,2AEdT2ZKd14kzOouzdNOUj,Red Hot Chili Peppers,OK Boomers - Top Tunes,Californication,2,329733,FALSE,0.592,0.765,-2.788,0,0.027,0.0021,0.00154,0.127,0.327,96.483,4,alternative,
3018,23PvWFdi76vER4p1e2Xroj,The Killers,Workout Hits 2023,Mr. Brightside,2,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alternative,
3019,5xUhs6dlfkcxZM8zq7riYF,Red Hot Chili Peppers,Tek It - New Noise,Black Summer,1,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative,
3020,62pennq1pcVBFVW1b1CrFu,Red Hot Chili Peppers,Top of the Rock,Nerve Flip,0,186148,FALSE,0.386,0.936,-4.005,1,0.0701,0.0121,1.60E-05,0.266,0.418,176.366,4,alternative,
3021,1yZWmKmLfTrFCxHvhFsdoN,The Killers;Phoebe Bridgers,The Greatest Rock Tunes 2022,Runaway Horses - Abridged,0,204466,FALSE,0.499,0.223,-15.253,1,0.0338,0.912,0,0.0962,0.304,129.291,5,alternative,
3022,0v8tmDMQrTMavluubqAJo4,Red Hot Chili Peppers,80s Bangers Vol. 2,Higher Ground - Remastered,1,202053,FALSE,0.476,0.979,-3.504,0,0.133,0.00142,0.00686,0.0944,0.394,140.408,4,alternative,
3023,2UCoAOZGk6a4BHUBzlvfAO,The Killers;Armin van Buuren;Benno De Goeij,Beats Electro Mood,Human - Armin van Buuren Dub Remix,1,445000,FALSE,0.64,0.821,-5.789,0,0.0732,0.00122,0.145,0.203,0.624,135.478,4,alternative,
3024,5SVYqPYpje5JDG2O969oz6,The Killers;Toni Halliday,Rock n Roll Christmas,A Great Big Sled,0,262586,FALSE,0.532,0.872,-3.869,1,0.0636,0.00223,0,0.283,0.299,127.959,4,alternative,
3025,12cG3BUpk6PzLAzWK0mryO,Red Hot Chili Peppers,Alternative Rock Mixtape,By the Way,2,215666,FALSE,0.441,0.986,-2.466,1,0.116,0.038,0.000781,0.0998,0.184,123.974,4,alternative,
3026,34ldTowcv56E2DqtSaYBjP,The Killers,OO's Music Grandi Successi,When You Were Young,5,220413,FALSE,0.441,0.976,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,4,alternative,
3027,6QvYmrqFKRSVrcVgvoA7Ar,Red Hot Chili Peppers,All That Really Matters - Just Hits,Tippa My Tongue,4,260808,FALSE,0.573,0.913,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alternative,
3028,58yD1ZePlS6V4gImXGV8Ed,Red Hot Chili Peppers,Daily Pop Mix,Tippa My Tongue,0,260808,FALSE,0.573,0.913,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,alternative,
3029,2cwOhw3d0uIsR4krTsrLwF,The Killers;Ryan Pardey,Rock n Roll Christmas,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alternative,
3030,6qK47Oa7Vbumzeb69KuMhZ,Gorillaz;Beck,20's Rock,The Valley of the Pagans,0,181028,TRUE,0.75,0.856,-5.802,1,0.0457,0.0778,3.65E-05,0.117,0.94,130.034,4,alternative,
3031,6ehaWPjsNSf5HWOXTEFSUi,The Killers,Rock Workout 2023,Somebody Told Me,0,200946,FALSE,0.508,0.981,-3.23,0,0.0779,8.22E-05,0.000449,0.0555,0.746,138.011,4,alternative,
3032,5HNau9WX6OmX2PcBn3n24r,Red Hot Chili Peppers,20's Rock,Black Summer,0,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative,
3033,3omnDqXnlC4awZfUrGQSDN,The Killers;Toni Halliday,Alternative Christmas 2022,A Great Big Sled,0,262586,FALSE,0.532,0.872,-3.869,1,0.0636,0.00223,0,0.283,0.299,127.959,4,alternative,
3034,5KaVoEhxf1UwParyAjzHVA,The Killers,Kick It,Mr. Brightside,1,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alternative,
3035,71BwuaJ5VjGx9EJdrc9OX2,The Killers;Ryan Pardey,Home For Christmas 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alternative,
3036,47dUWyurHWefCpINwcvit2,Red Hot Chili Peppers,Pop Hits Now,Black Summer,0,232412,FALSE,0.417,0.682,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alternative,
3037,52cFhaPuS5oLrmFoJw4J9j,The Killers,Rock Workout 2023,Mr. Brightside,2,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alternative,
3038,4xnB2yGAeXOuR3kJ9KTD3b,Red Hot Chili Peppers,Rock Brandneu,Nerve Flip,0,186148,FALSE,0.386,0.936,-4.005,1,0.0701,0.0121,1.60E-05,0.266,0.418,176.366,4,alternative,
3039,1gu8VJ0d28EsXtcgKzJcSl,The Killers;Ryan Pardey,Christmas Rock 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alternative,
3040,5yug4vHY6oGqkFI80Ya5F0,Gorillaz,Alternative Rock Mixtape,Clint Eastwood,2,340920,TRUE,0.663,0.694,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,4,alternative,
3041,315FrAki9HoxEdG8CQuZhD,The Killers,Mirando las nubes,Mr. Brightside,0,223973,FALSE,0.344,0.931,-3.759,1,0.0783,0.00104,0,0.0903,0.251,148.104,4,alternative,
3042,2QLFTiSNgt6cT3aQdeGFhd,The Killers;Ryan Pardey,Home At Christmas,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alternative,
3043,2S3G868WlDZNtfwZiDKPRx,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alternative,
3044,77s65ayZ3gXbqMV8jKH1A3,The Killers;Ryan Pardey,Alternative Christmas 2022,Don't Shoot Me Santa,0,245106,FALSE,0.588,0.847,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,alternative,
3045,7GEQkaJPZmph6xtzXFNWxn,The Killers,Alternative Christmas 2022,Joy Ride - Night Version,0,436413,FALSE,0.666,0.935,-4.563,1,0.0445,0.00285,0.781,0.352,0.69,118.999,4,alternative,
3046,3CKJz2XmcRBskVxbN3pit2,Slipknot,Metal,Duality,0,252613,FALSE,0.354,0.982,-3.026,0,0.168,0.000237,0.000301,0.204,0.194,143.79,4,alternative,
3047,1c9MeAa2tLEoZl5osXf5Ts,Red Hot Chili Peppers,Kick It,Fire - Remastered,1,123800,TRUE,0.421,0.986,-1.795,0,0.152,0.00482,0,0.295,0.263,105.83,4,alternative,
3048,0VFk1Ofc6X7QHdVC9T71sK,Slipknot,Rock Brandneu,The Dying Song (Time to Sing),4,203586,FALSE,0.516,0.991,-2.587,0,0.126,0.000467,4.66E-05,0.327,0.402,95.017,4,alternative,
3049,02ocOpp3OlYjjFvhvBDljE,Slipknot,Metal Lives!,Duality,0,252613,FALSE,0.354,0.982,-3.026,0,0.168,0.000237,0.000301,0.204,0.194,143.79,4,alternative,
3050,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,FALSE,0.705,0.712,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alternative,
4001,2UKvxuMTM7JwprZrnpxgY1,Cigarettes After Sex,Cry,Kiss It Off Me,63,269933,TRUE,0.521,0.298,-12.474,1,0.026,0.754,0.46,0.11,0.232,80.388,4,ambient,
4002,0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Cigarettes After Sex,Apocalypse,84,290616,FALSE,0.37,0.467,-9.013,1,0.0273,0.0205,0.572,0.109,0.182,94.485,4,ambient,
4003,3p4hRhMcb6ch8OLtATMaLw,Cigarettes After Sex,Cry,Cry,76,256799,FALSE,0.406,0.399,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,4,ambient,
4004,6ilc4vQcwMPlvAHFfsTGng,Cigarettes After Sex,Cigarettes After Sex,Sweet,75,292110,FALSE,0.45,0.511,-9.073,1,0.0276,0.353,0.766,0.139,0.115,96.563,4,ambient,
4005,0SpkyS1Q4MD8GaVcP5YjT4,Cigarettes After Sex,Cigarettes After Sex,Sunsetz,78,215150,FALSE,0.405,0.479,-9.396,1,0.0301,0.0527,0.795,0.0974,0.131,75.37,4,ambient,
4006,4VxaUj96W2jw9UOtKHu51p,Apparat;Soap&Skin,The Devil's Walk,Goodbye,60,256786,FALSE,0.484,0.457,-13.976,0,0.0456,0.406,0.646,0.297,0.187,87.159,4,ambient,
4007,1XZPtZVqcOzzxbYIR7MjQw,Novo Amor;Ed Tullett;Lowswimmer,Heiress,Ontario,69,192866,FALSE,0.409,0.223,-13.886,1,0.0296,0.947,0.0123,0.0635,0.173,89.877,4,ambient,
4008,2kfGoV9a5dbSKCNmUWH2ZF,Sleeping At Last,Turning Page,Turning Page,72,255893,FALSE,0.307,0.371,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,3,ambient,
4009,7cs7MLtAWvsdf3w5kBvfK2,Cigarettes After Sex,EP I.,Nothing's Gonna Hurt You Baby,72,286293,FALSE,0.508,0.33,-14.071,1,0.0265,0.259,0.154,0.114,0.101,96.818,4,ambient,
4010,4WfV1CNg91SBp8oG0VY0VB,Cigarettes After Sex,Crush,Crush,65,266666,FALSE,0.401,0.504,-8.579,1,0.0252,0.0884,0.757,0.11,0.285,98.357,4,ambient,
4011,70YTBH8vOGJNMhy6186yFm,Cigarettes After Sex,Cry,Heavenly,71,286773,FALSE,0.535,0.437,-9.187,1,0.0248,0.669,0.688,0.11,0.127,105.22,4,ambient,
4012,1l4pW7Tklvcc3k38rDFMkk,Cigarettes After Sex,Cry,Touch,65,292853,FALSE,0.483,0.5,-9.403,1,0.0241,0.354,0.912,0.103,0.368,95.981,4,ambient,
4013,1lusH0zFDRV1ThaFYsUgfi,Cigarettes After Sex,Affection,Affection,67,311000,TRUE,0.403,0.417,-11.252,1,0.0257,0.5,0.889,0.105,0.251,89.966,4,ambient,
4014,5VYBergVrUDcb8QyEg70cF,Cigarettes After Sex,Affection,Keep on Loving You,65,233010,FALSE,0.456,0.364,-9.336,0,0.0252,0.533,0.96,0.111,0.116,73.457,4,ambient,
4015,1BncfTJAWxrsxyT9culBrj,Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,In A Time Lapse,Experience,79,315426,FALSE,0.447,0.449,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,ambient,
4016,7CoMBpPTwQi2wPT0U0Nr9b,Novo Amor,Birthplace,State Lines,73,208653,FALSE,0.509,0.31,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474,3,ambient,
4017,0O0bttAxJKKWqAqY2Nq4mC,Cigarettes After Sex,Cry,Falling In Love,68,245840,FALSE,0.472,0.27,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673,4,ambient,
4018,4nvLuqwTOZdEJI1fcHXv8h,Cigarettes After Sex,You're All I Want,You're All I Want,68,264453,FALSE,0.233,0.471,-10.947,1,0.0294,0.363,0.828,0.113,0.277,182.161,4,ambient,
4019,0u4rkpmNtgcFxYHepnVF4v,Novo Amor,Bathing Beach,Carry You,68,273106,FALSE,0.334,0.397,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,4,ambient,
4020,5DZNSYxhFA1WA9WEJg9TNY,Cigarettes After Sex,EP I.,Dreaming of You,63,322218,FALSE,0.298,0.398,-14.911,1,0.0365,0.549,0.105,0.136,0.174,64.135,3,ambient,
4021,7qH9Z4dJEN0l9bidizW7fq,Novo Amor,Bathing Beach,Anchor,75,257533,FALSE,0.457,0.407,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,ambient,
4022,2hIsd0F6ZGfHCC1xa7vSad,Cigarettes After Sex,Cigarettes After Sex,Each Time You Fall in Love,65,290630,FALSE,0.378,0.533,-8.843,1,0.0279,0.479,0.508,0.131,0.285,75.927,4,ambient,
4023,5Bv3hddlRFyhTcYtYeoXed,Mohan,Udaan,Naav (Chadhti Lehrein Laang Na Paye),43,252158,FALSE,0.608,0.687,-7.083,1,0.0536,0.449,2.10E-06,0.0625,0.548,83.918,4,ambient,
4024,3YL4zMqcyFu0OfLI1sZ66Z,Cigarettes After Sex,EP I.,Starry Eyes,62,206000,FALSE,0.419,0.362,-15.32,1,0.0337,0.453,0.335,0.0687,0.114,100.264,4,ambient,
4025,6TWcSqCntZhH5vyc35kkob,Cigarettes After Sex,Cigarettes After Sex,John Wayne,65,258483,FALSE,0.441,0.465,-8.389,1,0.0291,0.343,0.884,0.0982,0.173,123.933,4,ambient,
4026,4b3khTm3ufGRTyZwuYdasn,Cigarettes After Sex,Cry,Don't Let Me Go,64,262560,FALSE,0.414,0.369,-9.606,1,0.0262,0.453,0.501,0.0985,0.17,96.722,3,ambient,
4027,7nbAMKGkPMjc4EuNNsjXqZ,Cigarettes After Sex,Neon Moon,Neon Moon,63,225767,FALSE,0.269,0.489,-11.099,1,0.0303,0.0972,0.0935,0.102,0.277,180.247,4,ambient,
4028,53k1gKFpKrDbktUzrB80f0,Cigarettes After Sex,Crush,Sesame Syrup,62,303296,FALSE,0.426,0.413,-11.378,1,0.0248,0.0412,0.381,0.107,0.349,93.636,4,ambient,
4029,5PzWVmfzu7rePAuFkxPQf0,Novo Amor,Birthplace,Repeat Until Death,69,234080,FALSE,0.233,0.15,-11.736,1,0.0336,0.982,0.36,0.154,0.0875,143.887,3,ambient,
4030,5xYpEeGFXmkGMBQ22NfKfO,Novo Amor,"Cannot Be, Whatsoever",Keep Me,69,194560,FALSE,0.567,0.131,-14.124,1,0.029,0.888,0.0553,0.158,0.0657,104.784,4,ambient,
4031,6kkwzB6hXLIONkEk9JciA6,Marconi Union,The Ambient Zone Just Music Cafe Vol 4,Weightless,68,480106,FALSE,0.139,0.22,-19.974,0,0.0324,0.856,0.831,0.17,0.0789,71.432,5,ambient,
4032,1Wdj4wRDYS7aT4CoPS0mAH,Sleeping At Last,Atlas: I,You Are Enough,73,180086,FALSE,0.593,0.5,-8.532,1,0.029,0.707,1.24E-05,0.0837,0.465,117.996,4,ambient,
4033,5zCunX8URvLoBHlg1Fnjv6,Sleeping At Last,"Covers, Vol. 2",Already Gone,69,243007,FALSE,0.418,0.248,-9.997,1,0.0451,0.954,4.21E-06,0.108,0.298,130.953,4,ambient,
4034,5jq2ArI1hhZ3wlJN8RijD3,Mohan;Ananya Bhat;Santhosh Venky;Sachin Basrur;H. Shreenivas Moorthi;Puneeth Rudranag;Vijy Aurs,KGF - Chapter 1 (Kannada) [Original Motion Picture Soundtrack],Dheera Dheera,50,222427,FALSE,0.483,0.886,-7.279,0,0.103,0.427,2.84E-05,0.114,0.235,124.795,4,ambient,
4035,3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Una Mattina,Nuvole Bianche,73,357706,FALSE,0.191,0.0582,-25.398,1,0.0578,0.961,0.89,0.0941,0.0454,132.614,1,ambient,
4036,6QzdmoHqSH08FOq18fxqKd,Bicep,Tsugi Chill-Out,Atlas,1,348306,FALSE,0.545,0.792,-6.395,0,0.032,0.1,0.952,0.173,0.127,128.977,4,ambient,
4037,62velwDNtZJhdPOpy9ctiE,Max Richter;Johannes Bornlöf,Stress Free Music,Written on the Sky,0,116550,FALSE,0.346,0.122,-26.341,1,0.0554,0.992,0.927,0.144,0.183,109.94,4,ambient,
4038,3RkJXkQNgfq1SSSBF9BOPk,Max Richter;Air Lyndhurst Orchestra,Halloween Musica Horror 2022,"Where We Belong - From ""Hostiles"" Soundtrack",0,175997,FALSE,0.181,0.135,-17.393,0,0.0394,0.28,0.888,0.12,0.0307,67.438,4,ambient,
4039,3dWXi0xNXqtBEjjbxwVbua,Ludovico Einaudi;Robert Ziegler;Royal Philharmonic Orchestra,Classical Running,Primavera,0,442400,FALSE,0.23,0.206,-13.594,0,0.0348,0.965,0.856,0.17,0.134,139.114,3,ambient,
4040,0dEKzVr89cnGpcucuLkB4i,Fabrizio Paterlini;Johannes Bornlöf,Refreshing Piano,Soffia la notte,0,220956,FALSE,0.225,0.117,-24.971,0,0.0488,0.968,0.867,0.103,0.275,160.017,3,ambient,
4041,6xyJSLkn2kVtanBp0omzla,Max Richter;Mari Samuelsen;Konzerthausorchester Berlin;Jonathan Stockhammer,Classical Running,November,0,368098,FALSE,0.425,0.47,-10.452,1,0.0494,0.531,0.168,0.1,0.126,120.092,4,ambient,
4042,0giZdhbuEYl7uGJaeVuYCz,Brian Eno,ZEN 2022,Signals - Remastered 2005,0,166560,FALSE,0.192,0.0119,-41.808,1,0.0401,0.969,0.944,0.12,0.0753,69.045,1,ambient,
4043,0WVG5QXJchL64xJGrK5uVl,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Weihnachten Klassik 2022,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 2 - 2012",0,171266,FALSE,0.166,0.0577,-27.78,1,0.049,0.901,0.449,0.391,0.0764,140.099,5,ambient,
